sku,product_name,category,group,subgroup,brand,base_price,initial_ticket_price,costos
CLOWOOU007,Attire Outerwear Collection,Clothing,Women,Outerwear,Attire,-0.34164937853069716,-0.3438389420187984,-0.39376730245169395
CLOWOOU008,StyleX Outerwear Collection,Clothing,Women,Outerwear,StyleX,-0.3141563685472824,-0.31287182682834,-0.351219672280807
CLOWOOU009,StyleX Relaxed Outerwear,Clothing,Women,Outerwear,StyleX,-0.20090856572198243,-0.16865076520233754,-0.3155801444254885
CLOWOOU010,Fashionista Modern Outerwear,Clothing,Women,Outerwear,Fashionista,-0.2155325072025222,-0.1764412344326415,-0.31934820023398036
CLOWOOU011,StyleX Regular Outerwear,Clothing,Women,Outerwear,StyleX,-0.14697546954175175,-0.1715721911637015,-0.2796266119194623
CLOWOOU012,Fashionista Athletic Outerwear,Clothing,Women,Outerwear,Fashionista,-0.1738835218659449,-0.20750573048847867,-0.20536451202710257
CLOWOOU013,Fashionista Regular Outerwear,Clothing,Women,Outerwear,Fashionista,-0.3134544193562165,-0.3137482546167492,-0.34996365367797644
CLOWOOU014,Attire Athletic Outerwear,Clothing,Women,Outerwear,Attire,-0.21787233783940851,-0.22074952817999544,-0.28527869563220004
CLOWOOU015,Fashionista Outerwear Collection,Clothing,Women,Outerwear,Fashionista,-0.18757153109173016,-0.21315382068044905,-0.307887030483151
CLOWOOU016,ThreadWell Outerwear Collection,Clothing,Women,Outerwear,ThreadWell,-0.19552695525714378,-0.19348288587393145,-0.2030094771467952
CLOWOOU017,Fashionista Modern Outerwear,Clothing,Women,Outerwear,Fashionista,-0.23799488131663124,-0.24217331856333144,-0.3301813606833943
CLOWOOU018,Fashionista Outerwear Collection,Clothing,Women,Outerwear,Fashionista,-0.23787788978478694,-0.25970187433151537,-0.31401012117195026
CLOWOOU019,StyleX Relaxed Outerwear,Clothing,Women,Outerwear,StyleX,-0.2741452646565256,-0.2896951808681857,-0.36268084203163636
CLOWOOU020,DressRight Outerwear Collection,Clothing,Women,Outerwear,DressRight,-0.3129864532288392,-0.3447153698072075,-0.35420271646252977
CLOCHBO001,Fashionista Athletic Boys,Clothing,Children,Boys,Fashionista,-0.15411195298425517,-0.13310674933907557,-0.2114876027159018
CLOCHBO002,Fashionista Classic Boys,Clothing,Children,Boys,Fashionista,-0.1778612339486517,-0.22182071769916223,-0.24116104220777496
CLOCHBO003,ThreadWell Modern Boys,Clothing,Children,Boys,ThreadWell,-0.23682496599818811,-0.2115957268343883,-0.27209050030247867
CLOCHBO004,DressRight Relaxed Boys,Clothing,Children,Boys,DressRight,-0.26151017921733927,-0.28093090298409373,-0.3425845443863466
CLOCHBO005,DressRight Boys Collection,Clothing,Children,Boys,DressRight,-0.2775380190800108,-0.27002424606166814,-0.2950128398041373
CLOCHBO006,ThreadWell Athletic Boys,Clothing,Children,Boys,ThreadWell,-0.27917590052583124,-0.2684661522156073,-0.2584312979966958
CLOCHBO007,ThreadWell Modern Boys,Clothing,Children,Boys,ThreadWell,-0.30690289357293465,-0.33614585365387323,-0.3739850094571119
CLOCHBO008,Attire Boys Collection,Clothing,Children,Boys,Attire,-0.3049140375315813,-0.33127681038493323,-0.3664488978401282
CLOCHBO009,StyleX Boys Collection,Clothing,Children,Boys,StyleX,-0.29578869804772445,-0.25940973173537896,-0.3592267908738522
CLOCHBO010,ThreadWell Boys Collection,Clothing,Children,Boys,ThreadWell,-0.34363823457205056,-0.34987655567228393,-0.35545873506536035
CLOCHBO011,Fashionista Boys Collection,Clothing,Children,Boys,Fashionista,-0.13258551112490058,-0.14372126366536478,-0.26361237473337207
CLOCHBO012,Fashionista Boys Collection,Clothing,Children,Boys,Fashionista,-0.13562729095285284,-0.09814701866808655,-0.16014784232520066
CLOCHBO013,DressRight Boys Collection,Clothing,Children,Boys,DressRight,-0.3021062407673176,-0.28628685057992764,-0.3636228559837593
CLOCHBO014,Attire Boys Collection,Clothing,Children,Boys,Attire,-0.14498661350039832,-0.13602817530043967,-0.21007458178771737
CLOCHBO015,DressRight Boys Collection,Clothing,Children,Boys,DressRight,-0.2969586133661676,-0.3237784837507656,-0.29595485375626024
CLOCHBO016,ThreadWell Modern Boys,Clothing,Children,Boys,ThreadWell,-0.28678035009571196,-0.2850208993300033,-0.32594229789884105
CLOCHGI001,ThreadWell Girls Collection,Clothing,Children,Girls,ThreadWell,-0.30573297825449147,-0.2950511284640197,-0.3717869769021583
CLOCHGI002,Fashionista Girls Collection,Clothing,Children,Girls,Fashionista,-0.29496975732481423,-0.3247522924045536,-0.3147951327987194
CLOCHGI003,DressRight Girls Collection,Clothing,Children,Girls,DressRight,-0.24992801756475172,-0.29222708336803443,-0.28794773516321515
CLOCHGI004,ThreadWell Comfort Girls,Clothing,Children,Girls,ThreadWell,-0.28373857026775967,-0.3224151516354624,-0.35577273971606804
CLOCHGI005,ThreadWell Comfort Girls,Clothing,Children,Girls,ThreadWell,-0.13083063814723583,-0.0939596414567981,-0.23283991896402215
CLOCHGI006,Fashionista Girls Collection,Clothing,Children,Girls,Fashionista,-0.30292518149022785,-0.2789832856765177,-0.309771058387397
CLOCHGI007,ThreadWell Girls Collection,Clothing,Children,Girls,ThreadWell,-0.22313695677240286,-0.23107189991014823,-0.276329563087032
CLOCHGI008,ThreadWell Girls Collection,Clothing,Children,Girls,ThreadWell,-0.28081378197165174,-0.24957426433212018,-0.2661244119390333
CLOCHGI009,DressRight Athletic Girls,Clothing,Children,Girls,DressRight,-0.13668021473945174,-0.10924843732126972,-0.2643973863601412
CLOCHGI010,Fashionista Regular Girls,Clothing,Children,Girls,Fashionista,-0.14288076592720061,-0.19173003029711314,-0.26047232822629557
CLOCHGI011,Attire Girls Collection,Clothing,Children,Girls,Attire,-0.18909242100570625,-0.15170649462642644,-0.23927701430352902
CLOCHIN001,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.32971624228257673,-0.3535770285566784,-0.3182491839565036
CLOCHIN002,Attire Infants Collection,Clothing,Children,Infants,Attire,-0.3242176402858938,-0.29660922231008047,-0.37822407224166515
CLOCHIN003,StyleX Relaxed Infants,Clothing,Children,Infants,StyleX,-0.20687513384604264,-0.22055476644923783,-0.25858830032204966
CLOCHIN004,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.1572707243440517,-0.12093414116672559,-0.24100403988242108
CLOCHIN005,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.2597553062396744,-0.262331157696743,-0.3127541025691196
CLOCHIN006,DressRight Infants Collection,Clothing,Children,Infants,DressRight,-0.2919279774968619,-0.2906689895219737,-0.2945418328280758
CLOCHIN007,Attire Infants Collection,Clothing,Children,Infants,Attire,-0.30807280889137784,-0.3171565849050072,-0.290773777019584
CLOCHIN008,Attire Infants Collection,Clothing,Children,Infants,Attire,-0.23530407608421194,-0.22201547942991987,-0.23283991896402215
CLOCHIN009,ThreadWell Infants Collection,Clothing,Children,Infants,ThreadWell,-0.3350978527474154,-0.3234863411546292,-0.307887030483151
CLOCHIN010,ThreadWell Infants Collection,Clothing,Children,Infants,ThreadWell,-0.28408954486329263,-0.25639092490863613,-0.35545873506536035
CLOCHIN011,ThreadWell Slim Infants,Clothing,Children,Infants,ThreadWell,-0.21740437171203125,-0.17624647270188393,-0.26471139101084884
CLOCHIN012,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.17797822548049605,-0.19757288221984107,-0.2868487188857384
CLOCHIN013,StyleX Regular Infants,Clothing,Children,Infants,StyleX,-0.30432907987235963,-0.3441310846149348,-0.304275977000013
CLOCHIN014,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.22910352489646307,-0.19046407904718865,-0.24540010499232826
CLOCHIN015,ThreadWell Infants Collection,Clothing,Children,Infants,ThreadWell,-0.2824516634174722,-0.31696182317424965,-0.2793126072687547
CLOCHIN016,StyleX Relaxed Infants,Clothing,Children,Infants,StyleX,-0.1644072077865551,-0.17498052145195958,-0.2815106398237083
CLOCHIN017,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.17598936943914265,-0.20458430452711465,-0.28574970260826155
CLOCHIN018,Fashionista Infants Collection,Clothing,Children,Infants,Fashionista,-0.19353809921579035,-0.17760980481718713,-0.22389078641885404
HOMAPSM001,HomeStyle Essential Small Appliances,Home & Kitchen,Appliances,Small Appliances,HomeStyle,0.1781439974536085,0.13693039035633614,0.12277034796239406
HOMAPSM002,HomeMaker Professional Small Appliances,Home & Kitchen,Appliances,Small Appliances,HomeMaker,0.04769843944719369,0.10800827333883262,-0.06877248896927386
HOMAPSM003,KitchenPlus Premium Small Appliances,Home & Kitchen,Appliances,Small Appliances,KitchenPlus,0.13672899518071982,0.1310875384336082,0.052276303878526095
HOMAPSM004,HomeMaker Professional Small Appliances,Home & Kitchen,Appliances,Small Appliances,HomeMaker,0.2729071382475062,0.2891366829434003,0.0849327875521219
HOMAPSM005,CookEasy Compact Small Appliances,Home & Kitchen,Appliances,Small Appliances,CookEasy,0.10771509528332902,0.033025006997156756,0.08257775267181454
HOMAPSM006,DwellWell Essential Small Appliances 12-Piece,Home & Kitchen,Appliances,Small Appliances,DwellWell,0.24482917060486992,0.2568062356376387,0.28966381981351114
HOMAPSM007,CookEasy Professional Small Appliances Set,Home & Kitchen,Appliances,Small Appliances,CookEasy,0.17907992970836303,0.21434817833248201,0.22654888502127313
HOMAPSM008,CookEasy Professional Small Appliances 8-Piece,Home & Kitchen,Appliances,Small Appliances,CookEasy,-0.024602327232594857,-0.009530431173378658,-0.03548799599426276
HOMAPMA001,HomeStyle Deluxe Major Appliances 8-Piece,Home & Kitchen,Appliances,Major Appliances,HomeStyle,0.0770633139401176,0.14326014660595818,0.08760182708313698
HOMAPMA002,HomeMaker Multi-Use Major Appliances,Home & Kitchen,Appliances,Major Appliances,HomeMaker,0.26483472255024826,0.1946772435259645,0.16657399673611153
HOMAPMA003,HomeStyle Multi-Use Major Appliances Mini,Home & Kitchen,Appliances,Major Appliances,HomeStyle,0.2869461220688244,0.21746436602460367,0.30049698026292526
HOMAPMA004,HomeStyle Compact Major Appliances,Home & Kitchen,Appliances,Major Appliances,HomeStyle,0.2630798495725834,0.26683646477165507,0.2882507988853268
HOMAPMA005,CookEasy Deluxe Major Appliances,Home & Kitchen,Appliances,Major Appliances,CookEasy,0.13965378347682778,0.06827688026428232,0.054003329457418175
HOMAPMA006,DwellWell Multi-Use Major Appliances Pro,Home & Kitchen,Appliances,Major Appliances,DwellWell,0.04383771889633121,-0.02764327213383541,0.07425662942806173
HOMAPMA007,HomeMaker Essential Major Appliances 12-Piece,Home & Kitchen,Appliances,Major Appliances,HomeMaker,0.043135769705265274,0.04919023065003762,-0.021200784387064523
HOMAPMA008,HomeMaker Essential Major Appliances 8-Piece,Home & Kitchen,Appliances,Major Appliances,HomeMaker,0.26261188344520625,0.23518768352354516,0.1342315177132233
HOMAPMA009,HomeStyle Professional Major Appliances 6-Piece,Home & Kitchen,Appliances,Major Appliances,HomeStyle,0.19440582037996876,0.14783704727876176,0.11130917821156469
HOMAPSP001,CookEasy Premium Specialty,Home & Kitchen,Appliances,Specialty,CookEasy,0.08770954333795053,0.03877047805450597,-0.050089212252168586
HOMAPSP002,DwellWell Professional Specialty 12-Piece,Home & Kitchen,Appliances,Specialty,DwellWell,0.10490729851906529,0.17003988458512811,0.03202300390788254
HOMAPSP003,DwellWell Premium Specialty,Home & Kitchen,Appliances,Specialty,DwellWell,0.05401598216678694,0.07402235132163154,0.030452980654344257
HOMAPSP004,HomeMaker Premium Specialty 12-Piece,Home & Kitchen,Appliances,Specialty,HomeMaker,-0.07678055043516085,-0.11635724049392202,-0.06092237270158255
HOMAPSP005,HomeStyle Premium Specialty Set,Home & Kitchen,Appliances,Specialty,HomeStyle,0.27805476564865617,0.26264908756036665,0.08728782243242927
HOMAPSP006,HomeMaker Multi-Use Specialty XL,Home & Kitchen,Appliances,Specialty,HomeMaker,-0.04975550657912333,-0.04867753905565627,0.031866001582528634
HOMAPSP007,KitchenPlus Deluxe Specialty 6-Piece,Home & Kitchen,Appliances,Specialty,KitchenPlus,0.14117467339080403,0.18211511189209925,-0.031248933209709402
HOMAPSP008,HomeMaker Essential Specialty,Home & Kitchen,Appliances,Specialty,HomeMaker,-0.0030758853732404403,-0.04302944886368576,0.05368932480671047
HOMAPSP009,HomeStyle Premium Specialty,Home & Kitchen,Appliances,Specialty,HomeStyle,-0.010329360347588053,-0.013425665788530704,-0.14240657956021827
HOMAPSP010,CookEasy Professional Specialty,Home & Kitchen,Appliances,Specialty,CookEasy,0.12970950327006078,0.1743246426617953,-0.039570056453462205
HOMAPSP011,DwellWell Premium Specialty,Home & Kitchen,Appliances,Specialty,DwellWell,0.08806051793348349,0.07947567978284435,0.04474019226154238
HOMCOPO001,HomeStyle Multi-Use Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,HomeStyle,0.06828894905179375,0.017346687671169994,0.03736108296991257
HOMCOPO002,CookEasy Professional Pots & Pans Set,Home & Kitchen,Cookware,Pots & Pans,CookEasy,-0.013605123239228975,0.04772951766935557,0.036262066692435785
HOMCOPO003,DwellWell Multi-Use Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,0.05811068578133801,0.07996258410973832,-0.0400410634295237
HOMCOPO004,HomeMaker Professional Pots & Pans XL,Home & Kitchen,Cookware,Pots & Pans,HomeMaker,0.07133072887974591,0.0202681136325341,-0.08949679591597891
HOMCOPO005,HomeStyle Multi-Use Pots & Pans Mini,Home & Kitchen,Cookware,Pots & Pans,HomeStyle,0.1863334046827108,0.10674232208890827,0.16123591767408138
HOMCOPO006,DwellWell Multi-Use Pots & Pans Mini,Home & Kitchen,Cookware,Pots & Pans,DwellWell,0.0013697928368437637,0.02591620382450447,-0.0910668191695172
HOMCOPO007,KitchenPlus Compact Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,KitchenPlus,-0.07432372826643008,-0.03582326482565463,-0.17223702137744532
HOMCOPO008,DwellWell Essential Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,-0.01489203008951647,-0.04965134770944422,-0.010681628588358145
HOMCOPO009,CookEasy Professional Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,CookEasy,-0.04449088764612898,-0.014691617038455057,-0.12215327958957471
HOMCOPO010,DwellWell Compact Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,0.23862861941712105,0.22077531544748275,0.2548093035849618
HOMCOBA001,HomeMaker Essential Bakeware,Home & Kitchen,Cookware,Bakeware,HomeMaker,0.16843370031053012,0.13449586872186614,0.02432988996554503
HOMCOBA002,CookEasy Premium Bakeware,Home & Kitchen,Cookware,Bakeware,CookEasy,0.25383751855688236,0.17938844766149284,0.030609982979698053
HOMCOBA003,DwellWell Premium Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,-0.0038948260961505876,-0.04702206434421666,-0.1402085470052647
HOMCOBA004,HomeStyle Professional Bakeware,Home & Kitchen,Cookware,Bakeware,HomeStyle,0.1366120036488756,0.20032533371793484,0.057457380615202336
HOMCOBA005,HomeMaker Deluxe Bakeware,Home & Kitchen,Cookware,Bakeware,HomeMaker,0.22435565253211423,0.18250463535361452,0.10377306659458109
HOMCOBA006,DwellWell Professional Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,0.06045051641822441,0.02669525074753485,0.03814609459668177
HOMCOBA007,HomeStyle Professional Bakeware,Home & Kitchen,Cookware,Bakeware,HomeStyle,0.15193789432048113,0.1609834641048997,0.06640651316037043
HOMCOBA008,CookEasy Professional Bakeware Pro,Home & Kitchen,Cookware,Bakeware,CookEasy,0.08162598368204603,0.15027156891323176,-0.016804719277157373
HOMCOBA009,DwellWell Multi-Use Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,0.20411611752304715,0.26810241602157947,0.03233700855859013
HOMCOBA010,CookEasy Professional Bakeware 12-Piece,Home & Kitchen,Cookware,Bakeware,CookEasy,0.10081259490451422,0.14783704727876176,0.14757671536829856
HOMCOUT001,KitchenPlus Deluxe Utensils,Home & Kitchen,Cookware,Utensils,KitchenPlus,0.0775312800674948,0.04315261699655199,-0.08604274475819475
HOMCOUT002,CookEasy Professional Utensils XL,Home & Kitchen,Cookware,Utensils,CookEasy,0.12105212991358114,0.08327353353261754,0.09937700148467393
HOMCOUT003,HomeStyle Essential Utensils 12-Piece,Home & Kitchen,Cookware,Utensils,HomeStyle,-0.02951597157005624,0.03575167122776316,0.016165769047146023
HOMCOUT004,HomeStyle Professional Utensils,Home & Kitchen,Cookware,Utensils,HomeStyle,0.11508556178952102,0.07976782237898077,-0.022770807640602807
HOMCOUT005,HomeMaker Essential Utensils Set,Home & Kitchen,Cookware,Utensils,HomeMaker,-0.07479169439380742,-0.12210271155127124,-0.008326593708050776
HOMCOUT006,HomeMaker Premium Utensils Set,Home & Kitchen,Cookware,Utensils,HomeMaker,0.13415518148014483,0.1433575274713369,0.017421787649976716
HOMCOUT007,DwellWell Multi-Use Utensils,Home & Kitchen,Cookware,Utensils,DwellWell,0.16211615759093687,0.11414326785769696,0.1863562897306936
HOMCOUT008,CookEasy Compact Utensils,Home & Kitchen,Cookware,Utensils,CookEasy,-0.07759949115807101,-0.02666946348004747,-0.16799795859289196
HOMCOUT009,KitchenPlus Compact Utensils Set,Home & Kitchen,Cookware,Utensils,KitchenPlus,0.24541412826409148,0.2638176579449123,0.1935783966969696
HOMCOUT010,KitchenPlus Multi-Use Utensils Mini,Home & Kitchen,Cookware,Utensils,KitchenPlus,0.16726378499208686,0.23655101563884837,0.01569476207108464
HOMCOUT011,HomeMaker Deluxe Utensils,Home & Kitchen,Cookware,Utensils,HomeMaker,0.07507445789876419,0.07850187112905627,-5.470464297974e-06
HOMCOUT012,DwellWell Multi-Use Utensils,Home & Kitchen,Cookware,Utensils,DwellWell,-0.06414546499597451,-0.03299921972966951,-0.15229772605750935
HOMFULI001,DwellWell Premium Living Room,Home & Kitchen,Furniture,Living Room,DwellWell,-0.05069143883387786,-0.08295560366899375,-0.05134523085499917
HOMFULI002,HomeStyle Multi-Use Living Room,Home & Kitchen,Furniture,Living Room,HomeStyle,0.0640772539053983,0.04315261699655199,-0.031248933209709402
HOMFULI003,KitchenPlus Compact Living Room,Home & Kitchen,Furniture,Living Room,KitchenPlus,0.18750332000115394,0.19915676333338922,0.06342346897864777
HOMFULI004,DwellWell Deluxe Living Room,Home & Kitchen,Furniture,Living Room,DwellWell,0.09648390822627438,0.16448917525853646,0.08634580848030639
HOMFULI005,CookEasy Deluxe Living Room XL,Home & Kitchen,Furniture,Living Room,CookEasy,0.1925339558704597,0.11316945920390901,0.04458318993618859
HOMFULI006,KitchenPlus Multi-Use Living Room,Home & Kitchen,Furniture,Living Room,KitchenPlus,0.016461700444760714,-0.04604825569042858,0.002820571392070892
HOMFULI007,KitchenPlus Compact Living Room 12-Piece,Home & Kitchen,Furniture,Living Room,KitchenPlus,0.10408835779615513,0.07889139459057153,0.07598365500695381
HOMFULI008,CookEasy Premium Living Room,Home & Kitchen,Furniture,Living Room,CookEasy,0.20692391428731072,0.13400896439497217,0.02495789926696032
HOMFUBE001,KitchenPlus Compact Bedroom 8-Piece,Home & Kitchen,Furniture,Bedroom,KitchenPlus,0.19089607442463924,0.22340459881271044,0.12041531308208658
HOMFUBE002,HomeStyle Multi-Use Bedroom,Home & Kitchen,Furniture,Bedroom,HomeStyle,0.08104102602282447,0.13011372977982014,-0.028893898329402035
HOMFUBE003,HomeMaker Compact Bedroom Pro,Home & Kitchen,Furniture,Bedroom,HomeMaker,0.21757014368514363,0.17821987727694735,0.19781745948152285
HOMFUBE004,CookEasy Professional Bedroom Set,Home & Kitchen,Furniture,Bedroom,CookEasy,0.1393028088812948,0.07382758959087399,0.043798178309419504
HOMFUBE005,KitchenPlus Professional Bedroom,Home & Kitchen,Furniture,Bedroom,KitchenPlus,0.2616759511904517,0.34396211015166456,0.07221559919846195
HOMFUBE006,DwellWell Deluxe Bedroom,Home & Kitchen,Furniture,Bedroom,DwellWell,0.08525272116921992,0.09223257314746701,-0.040826075056292786
HOMFUBE007,HomeMaker Deluxe Bedroom,Home & Kitchen,Furniture,Bedroom,HomeMaker,0.2450631536685585,0.3003354824619622,0.23220096873401086
HOMFUBE008,DwellWell Premium Bedroom,Home & Kitchen,Furniture,Bedroom,DwellWell,0.16492395435520046,0.2233072179473316,0.1519727804782057
HOMFUBE009,HomeStyle Professional Bedroom 8-Piece,Home & Kitchen,Furniture,Bedroom,HomeStyle,0.011782039170988088,-0.02666946348004747,-0.024968840195556383
HOMFUBE010,DwellWell Essential Bedroom Set,Home & Kitchen,Furniture,Bedroom,DwellWell,0.2879990458554233,0.202662474487026,0.33315346393652095
HOMFUBE011,HomeMaker Premium Bedroom Set,Home & Kitchen,Furniture,Bedroom,HomeMaker,0.18247268413184817,0.12904254026065334,0.23031694082976487
HOMFUDI001,DwellWell Professional Dining 12-Piece,Home & Kitchen,Furniture,Dining,DwellWell,0.1308794185885039,0.05688331901496273,0.18054720369260208
HOMFUDI002,HomeMaker Deluxe Dining,Home & Kitchen,Furniture,Dining,HomeMaker,0.17943090430389602,0.25115814544566833,0.057457380615202336
HOMFUDI003,DwellWell Compact Dining 8-Piece,Home & Kitchen,Furniture,Dining,DwellWell,0.2817984946676744,0.27735359823256545,0.3273443778984295
HOMFUDI004,HomeStyle Compact Dining 8-Piece,Home & Kitchen,Furniture,Dining,HomeStyle,0.24096845005400727,0.2091869924674056,0.260932394273761
HOMFUDI005,KitchenPlus Professional Dining,Home & Kitchen,Furniture,Dining,KitchenPlus,0.22856734767850967,0.24599695958059192,0.020404831831699378
HOMFUDI006,HomeStyle Premium Dining Set,Home & Kitchen,Furniture,Dining,HomeStyle,0.00441157266479593,-0.05374134405535382,-0.11351815169511432
HOMFUDI007,HomeStyle Essential Dining Set,Home & Kitchen,Furniture,Dining,HomeStyle,0.17896293817651868,0.21717222342846726,0.068604545715324
HOMFUDI008,DwellWell Compact Dining,Home & Kitchen,Furniture,Dining,DwellWell,-0.0572429646171597,-0.051404203286262676,-0.11650119587683698
HOMFUDI009,HomeMaker Compact Dining,Home & Kitchen,Furniture,Dining,HomeMaker,0.21429438079350288,0.23664839650422723,0.08964285731273676
SPOFIEQ001,SportsGear Pro Equipment,Sports,Fitness,Equipment,SportsGear,0.38498502575436294,0.33120521678704173,0.26548546170902193
SPOFIEQ002,FitZone Performance Equipment,Sports,Fitness,Equipment,FitZone,0.022194285505132413,-0.04507444703664064,0.020718836482407077
SPOFIEQ003,OutdoorEdge Performance Equipment,Sports,Fitness,Equipment,OutdoorEdge,0.3803053644805903,0.4689991412980434,0.24052209197776364
SPOFIEQ004,FitZone Sport Equipment,Sports,Fitness,Equipment,FitZone,0.34836667628709145,0.3193247512108282,0.326873370922368
SPOFIEQ005,ActiveLife Active Equipment,Sports,Fitness,Equipment,ActiveLife,0.33502964165683913,0.3313999785177993,0.17552312928127964
SPOFIEQ006,ActiveLife Elite Equipment,Sports,Fitness,Equipment,ActiveLife,0.2761829011391471,0.36567804313113694,0.2362830291932103
SPOFIEQ007,FitZone Active Equipment,Sports,Fitness,Equipment,FitZone,0.3354976077842165,0.3204933215953738,0.17960518974047907
SPOFIEQ008,AthletePro Elite Equipment,Sports,Fitness,Equipment,AthletePro,0.3225115477494972,0.24804195775354668,0.1282654293497779
SPOFIEQ009,FitZone Endurance Equipment,Sports,Fitness,Equipment,FitZone,0.16129721686802673,0.12816611247224424,0.021974855085237662
SPOFIEQ010,ActiveLife Endurance Equipment,Sports,Fitness,Equipment,ActiveLife,0.110288908983904,0.03536214776624804,-0.06155038200299784
SPOFIAP001,ActiveLife Pro Apparel,Sports,Fitness,Apparel,ActiveLife,0.4279209179412278,0.40385134235962633,0.2518262594032391
SPOFIAP002,FitZone Performance Apparel,Sports,Fitness,Apparel,FitZone,0.29817730912587886,0.3830118371685633,0.10612810147488845
SPOFIAP003,AthletePro Endurance Apparel,Sports,Fitness,Apparel,AthletePro,0.3431020573540971,0.327212601306511,0.10769812472842674
SPOFIAP004,AthletePro Endurance Apparel,Sports,Fitness,Apparel,AthletePro,0.38217722899009937,0.37580565313053205,0.3433586150845197
SPOFIAP005,FitZone Performance Apparel,Sports,Fitness,Apparel,FitZone,0.2702163330150868,0.3606142381314392,0.07472763640412323
SPOFIAP006,SportsGear Endurance Apparel,Sports,Fitness,Apparel,SportsGear,0.1094699682609937,0.13342467920269935,0.10832613402984202
SPOFIAP007,ActiveLife Elite Apparel,Sports,Fitness,Apparel,ActiveLife,0.2678765023782006,0.21902245987066443,0.14946074327254444
SPOFIAP008,SportsGear Endurance Apparel,Sports,Fitness,Apparel,SportsGear,0.08630564495581865,0.038965239785263533,-0.04506513784084614
SPOFISU001,SportsGear Sport Supplements,Sports,Fitness,Supplements,SportsGear,0.3401772690579891,0.2543717140031687,0.16720200603752683
SPOFISU002,AthletePro Sport Supplements,Sports,Fitness,Supplements,AthletePro,0.4200824853076584,0.5092174386994877,0.3607858731987944
SPOFISU003,AthletePro Performance Supplements,Sports,Fitness,Supplements,AthletePro,0.4308457062373357,0.40930467082083916,0.18965333856312397
SPOFISU004,FitZone Pro Supplements,Sports,Fitness,Supplements,FitZone,0.33128591263782103,0.2645967048679427,0.24146410592988654
SPOFISU005,OutdoorEdge Performance Supplements,Sports,Fitness,Supplements,OutdoorEdge,0.35550315972959484,0.3012119102503714,0.14851872932042154
SPOFISU006,SportsGear Pro Supplements,Sports,Fitness,Supplements,SportsGear,0.23804366175789932,0.2527162392917291,0.14365165723445292
SPOFISU007,ActiveLife Performance Supplements,Sports,Fitness,Supplements,ActiveLife,0.05050623621145743,0.016665021613518464,0.04583920853901917
SPOFISU008,FitZone Elite Supplements,Sports,Fitness,Supplements,FitZone,0.06641708454228469,0.13508015391413897,0.061539441074401784
SPOTEBA001,SportsGear Endurance Basketball,Sports,Team Sports,Basketball,SportsGear,0.375040745547596,0.4063832448594752,0.3044220383967708
SPOTEBA002,ActiveLife Endurance Basketball,Sports,Team Sports,Basketball,ActiveLife,0.24389323835011523,0.2278841186201352,0.038931106223450855
SPOTEBA003,OutdoorEdge Performance Basketball,Sports,Team Sports,Basketball,OutdoorEdge,0.1689016664379073,0.20655770910217805,0.021974855085237662
SPOTEBA004,SportsGear Performance Basketball,Sports,Team Sports,Basketball,SportsGear,0.22072891504494035,0.1721822636234617,0.02166085043452996
SPOTEBA005,FitZone Performance Basketball,Sports,Team Sports,Basketball,FitZone,0.2996981990398551,0.36606756659265205,0.07488463872947702
SPOTEBA006,ActiveLife Pro Basketball,Sports,Team Sports,Basketball,ActiveLife,0.22049493198125159,0.23703791996574233,0.10597109914953466
SPOTEBA007,FitZone Pro Basketball,Sports,Team Sports,Basketball,FitZone,0.3592468887486131,0.39469754101401916,0.18070420601795587
SPOTESO001,SportsGear Sport Soccer,Sports,Team Sports,Soccer,SportsGear,0.25021078106970845,0.3186430851531765,0.08242075034646074
SPOTESO002,FitZone Endurance Soccer,Sports,Team Sports,Soccer,FitZone,0.3477817186278699,0.4168029974550068,0.24586017103979368
SPOTESO003,ActiveLife Pro Soccer,Sports,Team Sports,Soccer,ActiveLife,0.3771465931207936,0.4451408292802375,0.28165670122046604
SPOTESO004,FitZone Pro Soccer,Sports,Team Sports,Soccer,FitZone,0.3056647671639152,0.3283811716910565,0.21712874550004352
SPOTESO005,ActiveLife Endurance Soccer,Sports,Team Sports,Soccer,ActiveLife,0.32894608200093467,0.40268277197508084,0.11413522006793356
SPOTESO006,AthletePro Active Soccer,Sports,Team Sports,Soccer,AthletePro,0.37901845763030284,0.44494606754947985,0.1179032758764254
SPOTESO007,ActiveLife Sport Soccer,Sports,Team Sports,Soccer,ActiveLife,0.06618310147859593,0.10313923006989263,-0.038628042501339215
